DISTRITO,COD_DIST,UGM,HOMBRES,MUJERES,TOTAL,SIN_CARENCIAS,CARENCIAS_1,CARENCIAS_2,CARENCIAS_3,CARENCIAS_4,NULO,TOTAL_CON_CARENCIAS,TOTAL,NORMALIZACION_BASE_100_CARENCIAS,SIN_LIMITACIONES,TOTAL_CON_LIMITACIONES,LIMITACION_VISUAL,LIMITACION_AUDITIVA,LIMITACION_HABLAR,LIMITACION_CAMINAR,LIMITACION_BRAZOS_Y_PIERNAS,LIMITACION_INTELECTUAL,LIMITACION_MENTAL,TOTAL,NORMALIZACION_BASE_100_LIMITACIONES,DEPENDENCIA_EDAD_0_14,DEPENDENCIA_EDAD_MAYORIGUAL_65,EDAD_15_64,TOTAL_DEPENDIENTE,TOTAL,NORMALIZACION_BASE_100_DEPENDIENTES,POBLACION_DESOCUPADA,POBLACION_OCUPADA,FUERA_DE_LA_FUERZA_LABORAL,NORMALIZACION_BASE_100_DESOCUPADOS,MEDIOS_DE_VIDA,NORMALIZACION_BASE_100_MEDIOS_DE_VIDA,LONGITUD_CAMINOS_PCT,NORMALIZACION_BASE_100_10_CAMINOS,AREA_ASP_PCT,NORMALIZACION_BASE_100_10_ASP,AREA_SOBREUSO_PCT,NORMALIZACION_BASE_100_10_SOBREUSO,SUMA_VULNERABILIDADES,INDICE_VULNERABILIDAD_INTEGRADO
Florencia         ,21002,24701,47,51,98,74,14,10,0,0,0,24,98,7.523510971,91,7,5,0,0,2,1,0,0,98,5.303030303,25,5,68,30,98,12.605042016,0,39,41,0.0,116.4626,41.60510306295867,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,84.54027018627869,21.59555566992446
Florencia         ,21002,25223,35,40,75,52,23,0,0,0,0,23,75,7.210031347,75,0,0,0,0,0,0,0,0,75,0.0,19,1,55,20,75,8.403361344,0,31,31,0.0,136.3883,57.333679599825395,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,90.45065612414541,23.506109030536702
Florencia         ,21002,25318,7,9,16,6,10,0,0,0,0,10,16,3.134796238,16,0,0,0,0,0,0,0,0,16,0.0,1,1,14,2,16,0.840336134,0,6,9,0.0,142.8402,62.42655979767091,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,83.90527600299093,21.390291532590055
Florencia         ,21002,25570,24,21,45,36,4,5,0,0,0,9,45,2.821316614,33,12,10,3,1,3,0,0,0,45,9.09090909,12,2,31,14,45,5.882352941,1,11,23,4.0,142.8399,62.42632298927968,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,101.7244854675997,27.150414625050868
Florencia         ,21002,25631,34,36,70,59,7,4,0,0,0,11,70,3.448275862,57,13,8,2,2,5,3,0,2,70,9.848484848,18,4,48,22,70,9.243697478,1,28,28,4.0,92.8402,22.958494593269748,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,67.00253661458977,15.92642066501035
Florencia         ,21002,25761,12,10,22,9,13,0,0,0,0,13,22,4.075235109,19,3,3,0,0,1,0,0,0,22,2.272727272,3,2,17,5,22,2.100840336,0,7,12,0.0,171.3999,84.97048183403363,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,110.92286838435365,30.123824750641674
Florencia         ,21002,26109,91,74,165,131,29,5,0,0,0,34,165,10.65830721,137,28,23,2,3,7,2,0,2,165,21.212121212,44,12,109,56,165,23.529411764,3,61,72,12.0,104.1281,31.868726057684945,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,116.77215007700497,32.01462594578262
Florencia         ,21002,26373,43,31,74,69,5,0,0,0,0,5,74,1.567398119,62,12,11,1,0,0,1,0,0,74,9.09090909,19,4,51,23,74,9.663865546,2,39,22,8.0,102.5507,30.623587536616498,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,76.44934412493652,18.98013492761303
Florencia         ,21002,26605,45,44,89,67,19,3,0,0,0,22,89,6.896551724,80,9,7,3,0,2,0,0,0,89,6.818181818,23,9,57,32,89,13.445378151,0,37,33,0.0,106.2929,33.5775354087747,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,78.24123093509472,19.559368737887723
Florencia         ,21002,26792,38,46,84,63,17,4,0,0,0,21,84,6.5830721,55,29,25,4,1,7,1,0,0,84,21.969696969,19,12,53,31,84,13.025210084,0,24,44,0.0,120.2131,44.5656026339408,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,103.64716562026082,27.77192785035727
Florencia         ,21002,27048,38,31,69,56,12,0,0,0,1,12,69,3.761755485,64,5,0,0,0,4,0,0,1,69,3.787878787,19,2,48,21,69,8.823529411,0,32,24,0.0,99.09,27.891844871559076,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,61.768592387879096,14.234529503126527
Florencia         ,21002,27298,53,43,96,82,14,0,0,0,0,14,96,4.388714733,89,7,1,0,0,3,1,3,2,96,5.303030303,35,4,57,39,96,16.386554621,0,34,35,0.0,107.5457,34.56644725053617,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,78.1483307408562,19.529338418350246
Florencia         ,21002,27615,47,35,82,71,11,0,0,0,0,11,82,3.448275862,75,7,3,2,1,2,2,1,0,82,5.303030303,14,11,57,25,82,10.50420168,0,35,37,0.0,104.7488,32.35868261913238,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,69.11777429745239,16.610178799584123
Florencia         ,21002,27944,20,20,40,1,17,13,9,0,0,39,40,12.225705329,39,1,0,0,0,0,0,0,1,40,0.757575757,16,0,24,16,40,6.722689075,2,12,13,8.0,190.44,100.0,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,145.20955399432003,41.207118313027955
Florencia         ,21002,27950,43,52,95,51,30,14,0,0,0,44,95,13.793103448,87,8,1,0,0,4,2,0,1,95,6.06060606,28,3,64,31,95,13.025210084,0,36,39,0.0,96.0222,25.470242262877836,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,75.85274568819786,18.78728235246318
Florencia         ,21002,28007,6,6,12,8,4,0,0,0,0,4,12,1.253918495,12,0,0,0,0,0,0,0,0,12,0.0,1,2,9,3,12,1.260504201,0,5,6,0.0,171.4,84.97056077016404,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,104.98856729948406,28.205540733358923
Florencia         ,21002,28008,98,112,210,144,54,11,0,0,1,65,210,20.376175548,196,14,2,2,1,4,1,3,5,210,10.606060606,62,16,132,78,210,32.773109243,0,90,64,0.0,86.0226,17.57694496651924,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,98.83587419683926,26.21666071644473
Florencia         ,21002,28056,61,67,128,97,31,0,0,0,0,31,128,9.717868338,113,15,7,2,0,6,0,1,0,128,11.363636363,33,4,91,37,128,15.546218487,0,54,48,0.0,97.874,26.93198152578804,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,81.06328854710806,20.471608938638386
Florencia         ,21002,28107,87,98,185,150,24,11,0,0,0,35,185,10.971786833,176,9,2,1,0,3,1,1,2,185,6.818181818,47,10,128,57,185,23.949579831,1,60,92,4.0,100.4668,28.978637515027465,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,92.22176983034748,24.078627860776088
Florencia         ,21002,28581,81,75,156,75,45,36,0,0,0,81,156,25.391849529,143,13,7,2,0,5,0,0,0,156,9.848484848,38,14,104,52,156,21.848739495,2,49,77,8.0,149.6352,67.79026985894903,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,150.38292756426904,42.879429793813614
Florencia         ,21002,28787,102,93,195,130,46,19,0,0,0,65,195,20.376175548,179,16,9,5,0,6,2,1,0,195,12.121212121,60,9,126,69,195,28.991596638,4,64,80,16.0,108.9,35.635479264662585,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,130.62804740498262,36.493594236949875
Florencia         ,21002,29768,36,40,76,61,12,3,0,0,0,15,76,4.702194357,71,5,2,1,0,2,0,0,0,76,3.787878787,23,1,52,24,76,10.084033613,0,28,30,0.0,149.9715,68.05573206551384,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,104.13342265583387,27.929112173547292
Florencia         ,21002,29909,60,57,117,85,25,7,0,0,0,32,117,10.031347962,109,8,2,0,1,3,0,2,1,117,6.06060606,28,13,76,41,117,17.226890756,0,37,58,0.0,122.5091,46.3779761881269,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,97.20040479944691,25.687989393418704
Florencia         ,21002,30373,36,28,64,44,8,1,10,0,1,19,64,5.956112852,60,4,2,0,0,3,0,0,0,64,3.03030303,19,11,34,30,64,12.605042016,0,22,27,0.0,125.9453,49.09037950123417,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,88.18542123255419,22.773863762596086
Florencia         ,21002,30728,43,39,82,65,6,10,0,0,1,16,82,5.015673981,81,1,0,0,0,1,0,0,0,82,0.757575757,30,6,46,36,82,15.12605042,0,25,33,0.0,129.88,52.196279424429314,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,90.59916341574933,23.554114542872455
Florencia         ,21002,30810,61,51,112,54,44,14,0,0,0,58,112,18.181818181,107,5,1,0,0,4,0,0,0,112,3.787878787,30,5,77,35,112,14.705882352,4,37,50,16.0,117.1037,42.111162595009496,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,112.29032574832951,30.56586022678539
Florencia         ,21002,30876,140,142,282,213,46,19,4,0,0,69,282,21.630094043,270,12,5,0,4,6,5,3,0,282,9.09090909,73,18,191,91,282,38.235294117,5,104,123,20.0,104.4738,32.14160826050818,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,138.60148934382823,39.07103781712435
Florencia         ,21002,30922,58,57,115,92,23,0,0,0,0,23,115,7.210031347,110,5,2,4,1,1,1,0,0,115,3.787878787,32,9,74,41,115,17.226890756,2,43,49,8.0,101.1969,29.55495020314213,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,83.28333492646215,21.189246858628582
Florencia         ,21002,31118,15,18,33,27,6,0,0,0,0,6,33,1.880877742,32,1,0,1,1,0,0,0,0,33,0.757575757,4,2,27,6,33,2.521008403,0,15,15,0.0,133.3202,54.91184018275293,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,77.57488591807295,19.34397033159386
Florencia         ,21002,31589,90,76,166,121,20,7,18,0,0,45,166,14.106583072,159,7,2,0,0,3,2,0,1,166,5.303030303,46,8,112,54,166,22.68907563,4,62,66,16.0,113.9651,39.63367320599883,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,115.23594604431885,31.51804250637801
Florencia         ,21002,31592,44,38,82,27,43,12,0,0,0,55,82,17.24137931,66,16,8,5,1,7,1,2,0,82,12.121212121,37,1,44,38,82,15.966386554,4,23,24,16.0,125.449,48.69861948601528,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,127.53118130433529,35.49252121089746
Florencia         ,21002,31633,91,90,181,71,87,14,9,0,0,110,181,34.48275862,172,9,5,1,1,2,0,0,1,181,6.818181818,47,16,118,63,181,26.470588235,0,58,89,0.0,120.5008,44.79270188112692,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,130.06781438744696,36.31249691341959
Florencia         ,21002,32745,19,22,41,30,11,0,0,0,0,11,41,3.448275862,41,0,0,0,0,0,0,0,0,41,0.0,6,1,34,7,41,2.94117647,3,19,15,12.0,104.7602,32.36768133799898,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,68.26071750331899,16.333132130300434
Florencia         ,21002,33523,83,105,188,126,53,8,0,0,1,61,188,19.122257053,173,15,6,3,1,3,1,3,0,188,11.363636363,59,10,119,69,188,28.991596638,1,71,63,4.0,85.4324,17.111063924846487,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,98.09213781216651,25.976245274190386
Florencia         ,21002,33839,15,14,29,28,1,0,0,0,0,1,29,0.313479623,27,2,2,0,0,0,0,0,0,29,1.515151515,10,1,18,11,29,4.621848739,0,11,9,0.0,114.2799,39.88216414452574,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,63.83622785484576,14.902900051422744
Florencia         ,21002,33856,56,49,105,42,53,10,0,0,0,63,105,19.7492163,101,4,0,0,1,2,2,0,2,105,3.03030303,30,5,70,35,105,14.705882352,0,41,44,0.0,128.4419,51.061098933020325,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,106.05008444834036,28.548679942441936
Florencia         ,21002,34102,95,108,203,190,13,0,0,0,0,13,203,4.075235109,190,13,9,2,0,4,1,0,0,203,9.848484848,40,10,153,50,203,21.008403361,0,96,78,0.0,99.09,27.891844871559076,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,80.32755202287909,20.233779479840273
Florencia         ,21002,34281,1,1,2,1,1,0,0,0,0,1,2,0.313479623,1,1,1,0,0,0,0,0,0,2,0.757575757,0,1,1,1,2,0.420168067,0,2,0,0.0,190.44,100.0,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,118.99480728032002,32.73310782394155
Florencia         ,21002,34328,99,91,190,154,21,8,7,0,0,36,190,11.285266457,180,10,8,2,1,4,1,1,0,190,7.575757575,50,7,133,57,190,23.949579831,3,71,70,12.0,106.2201,33.52006990583709,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,105.83425760215711,28.47891314368792
Florencia         ,21002,34428,14,9,23,12,11,0,0,0,0,11,23,3.448275862,23,0,0,0,0,0,0,0,0,23,0.0,3,0,20,3,23,1.260504201,0,9,11,0.0,152.3599,69.94104260419766,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,92.15340650051769,24.056529170280747
Florencia         ,21002,34774,25,23,48,44,4,0,0,0,0,4,48,1.253918495,47,1,0,0,0,1,0,0,0,48,0.757575757,6,2,40,8,48,3.361344537,1,23,21,4.0,134.9689,56.213260164802854,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,83.08968278712288,21.12664811304854
Florencia         ,21002,35441,25,24,49,40,9,0,0,0,0,9,49,2.821316614,42,7,5,0,1,2,1,1,0,49,5.303030303,15,1,33,16,49,6.722689075,0,19,18,0.0,133.32,54.91168231049211,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,87.26230213581213,22.475462218083333
Florencia         ,21002,35467,70,84,154,86,67,0,0,0,1,67,154,21.003134796,140,14,7,0,1,8,5,1,0,154,10.606060606,34,7,113,41,154,17.226890756,1,70,55,4.0,118.0744,42.877395612887746,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,113.21706560420776,30.865432194618776
Florencia         ,21002,35476,17,15,32,20,10,2,0,0,0,12,32,3.761755485,32,0,0,0,0,0,0,0,0,32,0.0,12,2,18,14,32,5.882352941,1,11,10,4.0,133.3199,54.911603374361704,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,86.05929563368173,22.086586070290988
Florencia         ,21002,35714,42,42,84,75,0,7,0,0,2,7,84,2.194357366,76,8,2,1,1,2,0,2,0,84,6.06060606,17,12,55,29,84,12.184873949,0,32,39,0.0,114.28,39.882243080656146,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,77.82566428897617,19.42503533552674
Florencia         ,21002,35724,33,37,70,60,2,8,0,0,0,10,70,3.134796238,59,11,8,2,0,1,0,0,0,70,8.333333333,22,4,44,26,70,10.924369747,0,23,30,0.0,108.882,35.621270761189,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,75.51735391250902,18.678865763275894
Florencia         ,21002,35887,117,129,246,199,46,0,0,0,1,46,246,14.420062695,235,11,4,1,1,5,2,4,0,246,8.333333333,67,18,161,85,246,35.714285714,3,71,118,12.0,105.1508,32.676005863375764,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,120.64727143869578,33.26727276414436
Florencia         ,21002,35997,21,20,41,31,6,3,0,0,1,9,41,2.821316614,41,0,0,0,0,0,0,0,0,41,0.0,10,2,29,12,41,5.042016806,0,20,11,0.0,85.72,17.338084235902205,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,42.70500148922223,8.072155668379642
Florencia         ,21002,36201,17,14,31,30,1,0,0,0,0,1,31,0.313479623,29,2,0,1,0,1,0,0,0,31,1.515151515,3,3,25,6,31,2.521008403,1,14,14,4.0,133.3201,54.91176124662252,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,80.76498462094254,20.375181129251533
Florencia         ,21002,36365,64,77,141,124,17,0,0,0,0,17,141,5.329153605,125,16,12,5,0,4,1,0,0,141,12.121212121,36,14,91,50,141,21.008403361,0,59,52,0.0,106.2014,33.50530884945064,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,89.46766176977067,23.18835259517753
Florencia         ,21002,36716,24,21,45,33,12,0,0,0,0,12,45,3.761755485,44,1,0,0,0,1,0,0,0,45,0.757575757,10,2,33,12,45,5.042016806,0,19,19,0.0,104.7602,32.36768133799898,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,59.432613219319,13.479415895025406
Florencia         ,21002,36921,5,7,12,9,0,0,3,0,0,3,12,0.940438871,11,1,1,0,0,0,0,0,0,12,0.757575757,3,0,9,3,12,1.260504201,0,5,4,0.0,161.88,77.45584115524605,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,97.91794381756607,25.91993644338289
Florencia         ,21002,36978,28,28,56,36,12,8,0,0,0,20,56,6.269592476,52,4,0,0,0,3,1,0,2,56,3.03030303,14,4,38,18,56,7.56302521,0,24,18,0.0,127.3598,50.20693106586668,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,84.5734356151867,21.606276513253896
Florencia         ,21002,37013,1,4,5,1,4,0,0,0,0,4,5,1.253918495,4,1,0,1,0,1,0,0,0,5,0.757575757,0,3,2,3,5,1.260504201,0,1,4,0.0,190.44,100.0,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,120.77558228632002,33.308749703841464
Florencia         ,21002,37402,28,37,65,38,24,1,2,0,0,27,65,8.463949843,54,11,6,3,1,2,0,0,1,65,8.333333333,21,10,34,31,65,13.025210084,1,20,28,4.0,114.28,39.882243080656146,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,91.20832017397618,23.751026640289567
Florencia         ,21002,37599,13,5,18,18,0,0,0,0,0,0,18,0.0,15,3,1,0,0,2,0,0,0,18,2.272727272,3,4,11,7,18,2.94117647,0,8,7,0.0,180.92,92.48528038508202,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,115.20276796040204,31.507317572271788
Florencia         ,21002,37823,14,16,30,14,16,0,0,0,0,16,30,5.015673981,30,0,0,0,0,0,0,0,0,30,0.0,10,1,19,11,30,4.621848739,0,11,9,0.0,133.3199,54.911603374361704,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,82.05270992768172,20.7914429331675
Florencia         ,21002,37857,67,58,125,65,50,8,0,0,2,58,125,18.181818181,105,20,12,4,3,8,2,1,1,125,15.151515151,42,5,78,47,125,19.747899159,0,44,43,0.0,120.542,44.82522356685535,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,115.41003989117537,31.574318964069654
Florencia         ,21002,38100,17,14,31,23,8,0,0,0,0,8,31,2.50783699,29,2,1,1,0,0,0,0,0,31,1.515151515,7,2,22,9,31,3.781512605,0,14,15,0.0,142.8401,62.426480861540504,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,87.73456580486052,22.628123135573457
Florencia         ,21002,38407,55,58,113,100,9,4,0,0,0,13,113,4.075235109,103,10,6,0,1,3,1,2,0,113,7.575757575,24,7,82,31,113,13.025210084,1,49,44,4.0,89.7789,20.542022833065083,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,66.7218094343851,15.835674601522514
Florencia         ,21002,38432,38,36,74,60,14,0,0,0,0,14,74,4.388714733,72,2,2,0,0,0,0,0,0,74,1.515151515,15,7,52,22,74,9.243697478,0,36,27,0.0,122.209,46.14108886077008,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,78.7922364200901,19.73748322857252
Florencia         ,21002,38471,21,22,43,27,10,6,0,0,0,16,43,5.015673981,34,9,1,0,0,3,0,1,4,43,6.818181818,9,6,28,15,43,6.302521008,1,14,20,4.0,142.8401,62.426480861540504,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,102.06644150186052,27.260953134262746
Florencia         ,21002,49294,13,12,25,25,0,0,0,0,0,0,25,0.0,24,1,1,0,0,0,0,0,0,25,0.757575757,10,0,15,10,25,4.201680672,2,8,7,8.0,152.36,69.94112154032807,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,100.4039618026481,26.723550634718634
Florencia         ,21002,49295,18,21,39,34,5,0,0,0,0,5,39,1.567398119,29,10,8,2,0,4,1,0,0,39,7.575757575,7,7,25,14,39,5.882352941,0,18,15,0.0,133.3201,54.91176124662252,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,87.44085371494253,22.53317965365122
Florencia         ,21002,49296,17,18,35,17,18,0,0,0,0,18,35,5.642633228,31,4,3,2,0,1,0,0,0,35,3.03030303,13,1,21,14,35,5.882352941,0,13,14,0.0,142.8399,62.42632298927968,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,94.4851960215997,24.8102884598732
Florencia         ,21002,49297,25,32,57,40,12,5,0,0,0,17,57,5.329153605,47,10,9,0,0,3,1,0,0,57,7.575757575,16,5,36,21,57,8.823529411,1,23,20,4.0,108.8819,35.62119182505859,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,78.8532162493786,19.75719517615115
Florencia         ,21002,71229,72,81,153,111,32,4,6,0,0,42,153,13.1661442,141,12,0,0,0,7,0,4,2,153,9.09090909,30,8,115,38,153,15.966386554,1,64,65,4.0,127.215,50.09263154903473,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,109.81965522635474,29.7672071577054
Florencia         ,21002,71230,55,45,100,61,32,5,1,0,1,38,100,11.912225705,90,10,3,3,0,6,1,1,0,100,7.575757575,32,3,65,35,100,14.705882352,1,37,34,4.0,134.8529,56.121694253528645,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,111.81914371884866,30.41354895314805
Florencia         ,21002,71231,9,2,11,6,5,0,0,0,0,5,11,1.567398119,11,0,0,0,0,0,0,0,0,11,0.0,5,0,6,5,11,2.100840336,0,4,3,0.0,190.44,100.0,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,121.17182228832002,33.43683569947499
Florencia         ,21002,71232,12,11,23,9,14,0,0,0,0,14,23,4.388714733,21,2,0,1,1,0,0,0,0,23,1.515151515,7,2,14,9,23,3.781512605,0,7,10,0.0,171.4,84.97056077016404,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,112.15952345648407,30.52357791884675
Florencia         ,21002,71233,69,66,135,99,15,0,20,0,1,35,135,10.971786833,120,15,6,7,2,3,1,1,1,135,11.363636363,35,9,91,44,135,18.487394957,1,60,46,4.0,99.0266,27.841799364879893,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,90.16820135119991,23.414804516526104
Florencia         ,21002,71234,71,104,175,151,20,4,0,0,0,24,175,7.523510971,165,10,6,3,1,2,1,1,1,175,7.575757575,36,23,116,59,175,24.789915966,1,70,75,4.0,99.983,28.59674451610968,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,89.9895128614297,23.357042824104987
Florencia         ,21002,71235,5,11,16,6,4,6,0,0,0,10,16,3.134796238,13,3,1,0,0,1,2,0,0,16,2.272727272,3,1,12,4,16,1.680672268,0,5,10,0.0,171.4,84.97056077016404,7.5354891169611475,6.6494561575390865,0.0,10.0,5.228104354653728,0.8541276757809344,109.56234038148406,29.68402921522056
Buenavista        ,21003,7702,43,48,91,57,28,6,0,0,0,34,91,10.65830721,82,9,1,1,0,5,2,0,2,91,6.818181818,24,3,64,27,91,11.344537815,0,31,38,0.0,133.0051,54.66311243583479,1.0157683929363814,10.0,0.0,10.0,49.48096961846465,10.0,113.48413927883479,30.95176471367148
Buenavista        ,21003,14393,49,46,95,49,32,0,7,7,0,46,95,14.420062695,91,4,1,2,0,3,1,0,1,95,3.03030303,32,8,55,40,95,16.806722689,0,42,29,0.0,157.1142,73.69390305222335,1.0157683929363814,10.0,0.0,10.0,49.48096961846465,10.0,137.95099146622334,38.860762055237686
Buenavista        ,21003,70054,75,64,139,95,29,10,5,0,0,44,139,13.793103448,123,16,9,5,3,6,3,1,0,139,12.121212121,47,6,86,53,139,22.268907563,1,43,60,4.0,152.5775,70.11280762396721,1.0157683929363814,10.0,0.0,10.0,49.48096961846465,10.0,152.2960307559672,43.497847232289075
Aguas Zarcas      ,21004,188,28,29,57,53,4,0,0,0,0,4,57,1.253918495,55,2,2,0,0,0,0,0,0,57,1.515151515,17,0,40,17,57,7.142857142,1,22,22,4.0,97.8143,26.884856655933984,6.112531419577806,7.3807270743256765,8.082243402047208,7.918841053793626,1.095355108380702,0.0,56.09635193605329,12.40095752130295
Aguas Zarcas      ,21004,558,108,97,205,159,29,16,0,0,1,45,205,14.106583072,188,17,5,3,1,6,0,3,1,205,12.878787878,53,19,133,72,205,30.25210084,2,84,79,8.0,102.3675,30.47897654570757,6.112531419577806,7.3807270743256765,8.082243402047208,7.918841053793626,1.095355108380702,0.0,111.01601646382687,30.153935199966476
Aguas Zarcas      ,21004,593,42,58,100,65,25,10,0,0,0,35,100,10.971786833,92,8,4,4,1,2,2,4,0,100,6.06060606,39,2,59,41,100,17.226890756,1,27,42,4.0,154.4726,71.60872623134443,6.112531419577806,7.3807270743256765,8.082243402047208,7.918841053793626,1.095355108380702,0.0,125.16757800846374,34.72847800499618
Aguas Zarcas      ,21004,607,13,12,25,25,0,0,0,0,0,0,25,0.0,25,0,0,0,0,0,0,0,0,25,0.0,13,0,12,13,25,5.462184873,0,7,8,0.0,152.3599,69.94104260419766,6.112531419577806,7.3807270743256765,8.082243402047208,7.918841053793626,1.095355108380702,0.0,90.70279560531696,23.587614018224397
Aguas Zarcas      ,21004,627,18,13,31,22,6,3,0,0,0,9,31,2.821316614,29,2,2,0,0,1,0,0,0,31,1.515151515,10,0,21,10,31,4.201680672,0,11,13,0.0,161.88,77.45584115524605,6.112531419577806,7.3807270743256765,8.082243402047208,7.918841053793626,1.095355108380702,0.0,101.29355808436536,27.011115809563467
